__id,countryName,iso3166Alpha2Code,iso3166Alpha3Code,m49code,wbCountryCode,wbIncomeLevelCode,wbIncomeLevelName,wbLendingTypeCode,wbLendingTypeName,wbRegion,wbRegionCode,responseDate,roundId,extendedBreakCode,educationStatusCode,educationStatusPrePrimaryCode,educationStatusPrimaryCode,educationStatusLowerSecondaryCode,educationStatusUpperSecondaryCode,educationStatusHigherCode,educationStatusVocationalCode,vaccineAvailabilityForTeachersCode,inPersonAdditionalSupportPrePrimary,inPersonAdditionalSupportPrimary,inPersonAdditionalSupportLowerSecondary,inPersonAdditionalSupportUpperSecondary,remoteEducationModalitiesPrePrimaryCode,remoteEducationModalitiesPrimaryCode,remoteEducationModalitiesLowerSecondaryCode,remoteEducationModalitiesUpperSecondaryCode,remoteEducationModalitiesHigherCode,remoteEducationModalitiesVocationalCode,inPersonPrioritizationCategoriesCode,inPersonPrioritizationGradeLevelCode,inPersonPrioritizationStudentNeedCode,inPersonPrioritizationGeographyCode,inPersonLearningCoveragePrePrimaryCode,inPersonLearningCoveragePrimaryCode,inPersonLearningCoverageLowerSecondaryCode,inPersonLearningCoverageUpperSecondaryCode,inPersonLearningCoverageHigherCode,inPersonLearningCoverageVocationalCode
reckfJZ8QnAuxJWyc,Angola,AO,AGO,24,AGO,LMC,Lower middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-09-13,15,2,4,4,4,4,4,4,4,1,"1,2","1,2,6","1,2,6","1,2,6",,,,,,,5,,,18,5,2,2,2,2,2
recUCr6k2Fj2BIiSC,Angola,AO,AGO,24,AGO,LMC,Lower middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2021-11-22,20,2,4,4,4,4,4,4,4,1,"1,2","1,2,6","1,2,6","1,2,6",,,,,,,5,,,,1,1,1,1,1,1
recbHgFFNbwwEnrLT,Angola,AO,AGO,24,AGO,LMC,Lower middle income,IBD,IBRD,Sub-Saharan Africa,SSA,2022-02-07,25,2,4,4,4,4,4,4,4,1,"1,2","1,2,6","1,2,6","1,2,6",,,,,,,5,,,,1,1,1,1,1,1
rec3aKuvSyFBTURc5,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2021-10-06,17,2,"2,4",2,2,4,4,5,5,7,7,7,8,8,1,1,1,1,6,6,1,"3,21",,,4,4,5,5,5,5
recXXhXddxA3VUvxR,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2021-10-19,18,2,"2,4",2,2,4,4,5,5,6,7,7,8,8,1,1,6,6,6,6,"1,2","3,21","23,9",,4,4,1,1,5,5
recYOSHFZSHrLobXb,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2021-11-07,19,2,"2,4",2,2,4,4,5,5,6,7,7,8,8,1,1,6,6,6,6,2,,"23,9",,4,4,1,1,5,5
recplinzgHdSDQCM4,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2021-11-18,20,2,4,4,4,4,4,5,5,7,7,7,7,7,,,,,,,5,,,,2,2,2,2,5,5
rechxfQ3UEVjrh9z4,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2021-12-02,21,2,4,4,4,4,4,5,5,7,7,7,7,7,,,,,,,5,,,,1,1,1,1,5,5
rec6vo77fZTHrZR0R,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2021-12-16,22,1,,,,,,,,7,7,7,7,7,,,,,,,,,,,,,,,,
rec53bfckBLQk2sLQ,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2022-01-06,23,2,"4,2","4,2","4,2","4,2","4,2",5,5,6,8,8,8,8,1,1,1,1,6,6,5,,,,1,1,1,1,5,5
recqdnGSc8q74Bv8u,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2022-01-20,24,2,"4,2","4,2","4,2","4,2","4,2",5,5,7,8,8,8,8,1,1,1,1,6,6,5,,,,1,1,1,1,5,5
rec4fwMCzgrrf4V85,Antigua and Barbuda (OECS),AG,ATG,28,ATG,HIC,High income,IBD,IBRD,Latin America and Caribbean,LAC,2022-02-03,25,2,"4,2","4,2","4,2","4,2","4,2",5,5,7,"3,5","3,5","3,5","3,5",1,1,1,1,6,6,5,,,,1,1,1,1,5,5
recCVTECATSDHYj1v,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recU0JVo7lDkCT4dH,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-02-24,2,2,"2,3",,,,,,,2,1,,7,7,1,"1,4,5","1,4,5","1,4,5","1,4,5","1,4,5",2,,7,,5,5,5,5,5,5
recWaxzaf2raAzSuh,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-04-28,6,2,"3,2",3,"3,2","3,2","3,2",2,2,2,,,,,,,,,,,,,,,,,,,,
recxGDq4cPgjyH9lj,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-06-07,8,2,"4,3,2","4,3","4,3,2","4,3,2","3,2",2,2,1,7,7,7,7,7,"1,4,5","1,2,4,5","1,2,4,5",1,1,1,"1,2,19",,,4,4,4,6,6,6
rec4Nb3hjkbl5eQiw,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-07-02,10,2,"4,3,2","4,3,2,1","4,3,2","4,3,2","3,2",2,2,1,7,7,7,7,1,"1,4,5","1,2,4,5","1,2,4,5",1,1,1,"1,2,3,4",,,3,3,3,3,6,6
recSvsvwVYjCsL6ea,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-07-12,11,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recMYxYjA372RdFPk,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-09-09,15,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",2,2,5,7,7,7,7,1,"1,4,5","1,2,4,5","1,2,4,5",1,1,5,,,,3,2,3,3,6,6
recDJyCTrYw5s1pPy,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-11-22,20,2,"4,3",4,"4,3","4,3","4,3","4,3","4,3",6,7,7,7,7,7,1,1,1,1,1,5,,,,3,2,2,2,3,3
reci0kAMjC40bTxUQ,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2021-12-24,23,1,,,,,,,,6,7,7,7,7,,,,,,,,,,,,,,,,
recLlFj1AQD3Y0r7v,Argentina,AR,ARG,32,ARG,UMC,Upper middle income,IBD,IBRD,Latin America and Caribbean,LAC,2022-01-31,25,1,,,,,,,,6,7,7,7,7,,,,,,,,,,,,,,,,
recGTGpCpO013lCws,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-02-03,1,2,"3,4",,,,,,,,,,,,5,5,5,5,"1,5","1,5","1,2","1,2,19,20,3,21,4,22","23,7,8,9,10,11,12",,1,1,1,1,3,3
recuCcYhvkd960HXw,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-03-02,2,2,"3,4",,,,,,,2,1,7,7,7,5,5,5,5,"1,5","1,5","1,2","1,2,19,20,3,21,4,22","23,7,8,9,10,11,12",,1,1,1,1,3,3
reci836BuduwV7LiN,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-06-01,8,2,"4,3",4,4,4,3,3,3,2,7,2,2,2,5,5,5,5,"1,5","1,5","1,2","1,2,19,20,3,21,4,22,5","23,7,8,9,10,11,12",,1,1,1,1,3,3
recvVuMmg7XRh1Nth,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-09-01,15,2,4,4,4,4,4,3,3,1,7,7,7,7,1,1,1,1,1,1,"1,2","1,2,19,20,3,21,4,22,5,6","23,7,8,9,10,11,12",,1,1,1,1,1,1
recHKreqZj3ZcxxVk,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-10-19,18,1,,,,,,,,1,7,7,7,7,,,,,,,,,,,,,,,,
recJv9rGY0iC9IvZY,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-11-12,20,2,4,4,4,4,4,3,3,6,7,7,7,7,1,1,1,1,1,1,5,,,,1,1,1,1,1,1
recJqO1QEIuAWjQM0,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2022-01-14,24,2,4,4,4,4,4,3,3,6,7,7,7,7,1,1,1,1,1,1,5,,,,1,1,1,1,1,1
recduBl8iRXA3xsfP,Armenia,AM,ARM,51,ARM,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2022-02-01,25,2,4,4,4,4,4,3,3,6,7,7,7,7,1,1,1,1,1,1,5,,,,1,1,1,1,1,1
recyYzmZAT1AdDxV0,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-04-30,6,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recDVRh7GRlaOyWCm,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-05-20,7,2,4,4,4,4,4,4,4,4,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recM5J5J5YVkLsJxY,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-06-03,8,2,4,4,4,4,4,4,4,2,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
reczOoNegFWerMFHs,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-08-15,13,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
recqkNVzleQbcmNoL,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-09-09,15,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,4,,,,5,5,5,5,5,5
recmYP9yN0P6VxbEp,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-09-20,16,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recBFiM9Faz2O13uu,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-03,17,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recqW0i4tOBwtmcZf,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-22,18,2,4,1,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,5,1,1,1,1,1
rectZ6WSALnsvGwYn,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-10-28,19,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recpOfbhiFnZUjAbK,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-11-21,20,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recrCHnDuNWMBtyTO,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-12-06,21,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
rec8kZZY4zyoP70Qg,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-12-15,22,2,4,4,4,4,4,4,4,7,4,4,4,4,,,,,,,5,,,,1,1,1,1,1,1
recTA9XGIUywCFhRs,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2022-01-06,23,1,,,,,,,,7,4,4,4,4,,,,,,,,,,,,,,,,
recNm0qR3J3qKeaaW,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2022-01-20,24,2,4,4,4,4,4,4,4,7,4,4,"4,5","4,5",,,,,,,5,,,,2,2,2,2,2,2
rec4jHubp4rDdQDdG,Aruba,AW,ABW,533,ABW,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2022-02-03,25,2,4,4,4,4,4,4,4,7,4,4,"4,5","4,5",,,,,,,5,,,,1,1,1,1,1,1
reckazn89ya7hu82e,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-02-23,2,2,"2,3,4",,,,,,,2,8,2,2,2,8,1,1,1,1,1,5,,,,5,5,5,5,5,5
recfFTsp8ryksxWVP,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-03-15,3,2,"3,4",,,,,,,2,8,8,8,8,6,1,1,1,6,6,5,,,,3,3,3,3,6,6
recfoEsSFVCYlFblb,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-03-29,4,2,"3,4",,,,,,,2,"1,6","1,6","1,6","1,6",8,8,"1,8","1,8",6,6,5,,,,5,5,5,5,5,5
recL5aPZo2BjLRDeV,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-04-12,5,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recKmIXJcz94qcE3n,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-05-07,6,2,4,4,4,4,4,3,3,2,5,5,5,5,1,1,1,1,1,1,2,,9,18,5,5,5,5,5,5
recwHk3BOxo88cYdu,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-05-20,7,2,2,2,2,2,2,2,2,2,,,,,1,1,1,1,1,1,,,,,,,,,,
recWQOtMVTmkrEx3c,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-06-03,8,2,"3,4","3,4","3,4","3,4",3,"3,4","3,4",2,8,8,8,8,1,1,1,1,1,1,1,"1,2,19,20",,,5,5,5,5,5,5
reclZ6GWABjvzj53p,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-06-14,9,2,"4,3",4,4,"4,3","4,3","3,2","3,2",2,6,6,6,6,1,1,1,1,1,6,5,,,,2,2,2,2,5,5
recHwdk9L1eZmHTos,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-07-01,10,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recpOAfj0mhytXZHg,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-07-15,11,2,"4,3","4,3","4,3",3,3,3,3,2,6,6,6,6,1,1,1,1,1,1,5,,,,5,5,5,5,5,5
recA2jpTcBM2LnmhP,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-07-28,12,2,"3,2",4,"3,2","3,2","3,2",5,5,7,5,5,5,5,1,1,1,1,1,1,"1,2","1,2,19,20,3,21","9,10,12",,1,3,3,3,5,5
recp7gEsXd66YKWJ5,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-08-12,13,2,"4,2","4,2","4,2","4,2","4,2","4,2",2,7,"5,6","5,6","5,6","5,6",1,1,1,1,1,6,2,,"8,9,10,23",,4,4,4,4,4,6
recu5iZGD6WB87D0o,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-08-25,14,2,"4,2","4,1","4,2","4,2","4,2",2,"4,2",7,5,5,5,5,1,"1,5","1,5","1,5",1,1,"1,2",1,"8,9,10",,4,4,4,4,4,4
rec7Xf6zyyoJEzGAv,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-09-08,15,2,"4,3,2","4,3,2","4,3,2","4,3,2","4,3,2",5,5,7,8,8,8,8,1,1,1,1,6,6,"1,2","1,2,22","23,8,9,10",,5,5,5,5,5,5
recUIipYuzEgSTKMf,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-09-23,16,2,"4,3,2","4,3,2","4,3,2","3,2","3,2","3,2",5,7,8,8,8,8,1,1,1,1,1,1,2,,"9,10",,4,4,4,4,4,4
reciHx8C2Ex7IIHp6,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-10-07,17,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,15,1,1,1,1,1,1
recp2aoFTRkxx7ULF,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-10-20,18,2,"4,3","4,3","4,3","4,3","4,3","4,3","4,3",7,8,8,8,8,1,1,1,1,1,1,2,,"8,9,10",,2,2,2,2,2,2
recVV2ZmxsDlslHiW,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-11-04,19,2,4,4,4,4,4,4,4,7,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
recmHleOflAZ0yuLB,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-11-17,20,2,4,4,4,4,4,4,5,7,8,5,5,5,,,,,,,5,,,,1,1,1,1,1,5
recrW7e3pEDAiBZ5u,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-11-30,21,2,4,4,4,4,4,4,4,7,8,5,5,5,,,,,,,5,,,,1,1,1,1,1,1
rec970wqxSOIC9jH9,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2021-12-18,22,1,,,,,,,,7,6,6,6,6,,,,,,,,,,,,,,,,
recp1B0E9OFMSqSkj,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2022-01-06,23,1,,,,,,,,7,8,8,8,8,,,,,,,,,,,,,,,,
recxDUGWCCpAq6Os2,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2022-01-20,24,1,,,,,,,,7,8,8,8,8,,,,,,,,,,,,,,,,
recRQWP0TkCFCSA6j,Australia,AU,AUS,36,AUS,HIC,High income,LNX,Not classified,East Asia and Pacific,EAP,2022-02-03,25,2,4,4,4,4,4,4,4,7,"3,6","3,6","3,6","3,6",,,,,,,5,,,,2,2,2,2,2,2
rec1ps3NpusK5fusM,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-01-28,1,2,"2,3",,,,,,,,,,,,"1,2","1,2","1,2",1,1,1,1,"3,21,4,22,6",,,5,5,5,5,5,5
recUS6XEmp9O46aOx,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-02-25,2,2,3,,,,,,,4,8,1,1,1,8,1,1,1,1,6,1,"2,3,4,6",,,5,5,5,5,5,5
recTUngVP7ZySjNEo,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-14,3,2,"3,4",,,,,,,2,8,8,8,3,6,1,1,"1,5",1,7,1,"2,4,6,22",,,5,1,5,2,2,1
recauU98RQLBOVjIx,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-03-29,4,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
recfLjeJ5AZhzRwb0,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-04-12,5,2,3,,,,,,,1,8,8,8,8,6,6,6,6,6,6,1,22,,,5,5,5,5,5,5
recajJgHCqyHTl0iG,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-08,6,2,"4,3",3,4,3,4,3,4,2,8,8,8,8,7,7,1,1,6,6,1,2,,,5,5,5,5,5,5
recHPGXYbHjoQQc2a,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-05-19,7,2,"4,3",3,4,3,3,3,3,2,8,8,8,8,1,1,1,1,1,1,1,2,,,5,5,5,5,5,5
recrkfieE5kj6s8mQ,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-06-17,9,2,"4,3",4,4,"3,4","3,4",3,3,2,8,8,8,8,6,1,1,1,1,1,1,2,,,5,5,5,5,5,5
recNOaOwQf8u0S04a,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-15,11,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recnQtU8UDHTBKKDY,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-07-27,12,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
rec3tdPwXI3S2J3uz,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-11,13,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
rec3w5zkqIaNLU3vE,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-08-24,14,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
recKEo4OaBYv7U0FC,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-09,15,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
recdSotZUlIxJUWda,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-09-22,16,2,4,5,4,4,4,5,5,2,8,8,8,8,,,,,,,5,,,,5,5,5,5,5,5
recrmrAtCzcyqcFpf,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-07,17,2,4,5,4,4,4,5,5,2,8,8,8,8,,,,,,,5,,,,5,5,5,5,5,5
recDNq7iMckL3HA3F,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-10-21,18,2,4,4,4,4,4,5,5,6,8,8,8,8,,,,,,,5,,,15,5,5,5,5,5,5
recfJveiEFSdGogzf,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-04,19,2,4,4,4,4,4,5,5,2,8,8,8,8,,,,,,,5,,,15,1,1,1,1,5,5
recS6sh1gRIL3IDAX,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-11-17,20,2,4,4,4,4,4,4,4,6,8,8,8,8,,,,,,,5,,,,1,1,1,1,1,1
rectIsbwGjdprR971,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-01,21,2,"4,2","4,2","4,2","4,2","4,2",5,5,6,8,8,8,8,1,1,1,1,6,6,4,,,,5,5,5,5,5,5
recQzPrOTsjMVTUUb,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2021-12-18,22,2,4,4,4,4,4,4,4,6,5,5,5,5,,,,,,,2,,"9,10",,5,5,5,5,5,5
reccNtUK51grWvUPl,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-06,23,1,,,,,,,,6,"3,6","3,6","3,6","3,6",,,,,,,,,,,,,,,,
recOUNre2ai5zCWCA,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-01-20,24,2,4,4,4,4,4,4,4,6,"3,6","3,6","3,6","3,6",,,,,,,5,,,,1,1,1,1,1,1
rec8QG6LnPd7LydOa,Austria,AT,AUT,40,AUT,HIC,High income,LNX,Not classified,Europe and Central Asia,ECA,2022-02-03,25,2,4,4,4,4,4,4,4,6,"3,6","3,6","3,6","3,6",,,,,,,5,,,,1,1,1,1,1,1
recwCU9lNDEfsnviF,Azerbaijan,AZ,AZE,31,AZE,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-02-02,1,2,3,,,,,,,,,,,,6,6,6,6,6,6,1,2,,,5,2,2,4,4,4
rec3z1BWG40Z13B4s,Azerbaijan,AZ,AZE,31,AZE,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-03-03,2,2,3,,,,,,,1,8,8,8,8,2,2,2,2,6,2,1,"1,2",,,1,1,1,1,4,1
rec2ZJjpA8kECiqgl,Azerbaijan,AZ,AZE,31,AZE,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-04-06,5,2,"2,3",,,,,,,1,7,7,7,7,7,"1,2","1,2","1,2",1,"1,2",1,"1,2,3",,15,1,2,2,2,3,3
rec77SGisGfeztndo,Azerbaijan,AZ,AZE,31,AZE,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-06-07,8,2,3,3,3,3,3,3,3,1,7,7,7,7,7,"1,2","1,2","1,2",1,"1,2",5,,,15,1,2,2,2,3,3
recv0HO4dTjBu3Bmq,Azerbaijan,AZ,AZE,31,AZE,UMC,Upper middle income,IBD,IBRD,Europe and Central Asia,ECA,2021-11-13,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recDYmi8yWIMufEJY,"Bahamas, The",BS,BHS,44,BHS,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-01-31,1,2,2,,,,,,,,,,,,"1,5",1,1,1,1,1,,,,,,,,,,
recfztj0bfPNlpjCR,"Bahamas, The",BS,BHS,44,BHS,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-02-26,2,2,3,,,,,,,2,2,"2,6,8","2,6","2,8",8,1,1,1,6,6,"1,2",1,9,,5,5,5,5,5,5
recJEn3SGNy8X8Dhy,"Bahamas, The",BS,BHS,44,BHS,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-03-15,3,2,3,,,,,,,2,"1,5","1,5","1,5","1,5","1,4",1,1,1,1,6,1,"1,2,3",,,3,3,3,3,5,5
recy4NQ0VYAuewHpC,"Bahamas, The",BS,BHS,44,BHS,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-03-29,4,2,3,,,,,,,2,8,8,8,8,"1,5",1,1,1,1,6,1,"1,2,3",,,3,3,3,3,5,5
recCVDsTHNGw8N1pw,"Bahamas, The",BS,BHS,44,BHS,HIC,High income,LNX,Not classified,Latin America and Caribbean,LAC,2021-04-09,5,2,3,,,,,,,2,6,6,6,6,"1,5",1,1,1,6,6,1,"1,2,3,4,21,22",,,5,5,5,5,5,5
